0_coordinate1	1_coordinate1
495_coordinate30833	318_coordinate30833
495_coordinate30834	320_coordinate30834
495_coordinate30835	334_coordinate30835
495_coordinate30836	336_coordinate30836
495_coordinate30837	340_coordinate30837
495_coordinate30838	354_coordinate30838
495_coordinate30839	363_coordinate30839
495_coordinate30840	373_coordinate30840
495_coordinate30841	376_coordinate30841
495_coordinate30842	379_coordinate30842
495_coordinate30843	398_coordinate30843
495_coordinate30844	406_coordinate30844
495_coordinate30845	414_coordinate30845
495_coordinate30846	424_coordinate30846
495_coordinate30847	426_coordinate30847
495_coordinate30848	463_coordinate30848
495_coordinate30849	468_coordinate30849
495_coordinate30850	474_coordinate30850
495_coordinate30851	488_coordinate30851
495_coordinate30852	502_coordinate30852
496_coordinate30853	3_coordinate30853
496_coordinate30854	7_coordinate30854
496_coordinate30855	19_coordinate30855
496_coordinate30856	22_coordinate30856
496_coordinate30857	28_coordinate30857
496_coordinate30858	35_coordinate30858
496_coordinate30859	38_coordinate30859
496_coordinate30860	41_coordinate30860
496_coordinate30861	46_coordinate30861
496_coordinate30862	48_coordinate30862
496_coordinate30863	52_coordinate30863
496_coordinate30864	56_coordinate30864
496_coordinate30865	62_coordinate30865
496_coordinate30866	65_coordinate30866
496_coordinate30867	74_coordinate30867
496_coordinate30868	83_coordinate30868
496_coordinate30869	85_coordinate30869
496_coordinate30870	88_coordinate30870
496_coordinate30871	93_coordinate30871
496_coordinate30872	96_coordinate30872
496_coordinate30873	99_coordinate30873
496_coordinate30874	101_coordinate30874
496_coordinate30875	103_coordinate30875
496_coordinate30876	113_coordinate30876
496_coordinate30877	120_coordinate30877
496_coordinate30878	128_coordinate30878
496_coordinate30879	131_coordinate30879
496_coordinate30880	138_coordinate30880
496_coordinate30881	143_coordinate30881
496_coordinate30882	145_coordinate30882
496_coordinate30883	163_coordinate30883
496_coordinate30884	168_coordinate30884
496_coordinate30885	173_coordinate30885
496_coordinate30886	175_coordinate30886
496_coordinate30887	193_coordinate30887
496_coordinate30888	202_coordinate30888
496_coordinate30889	213_coordinate30889
496_coordinate30890	215_coordinate30890
496_coordinate30891	217_coordinate30891
496_coordinate30892	224_coordinate30892
496_coordinate30893	227_coordinate30893
496_coordinate30894	229_coordinate30894
496_coordinate30895	249_coordinate30895
496_coordinate30896	255_coordinate30896
496_coordinate30897	260_coordinate30897
496_coordinate30898	278_coordinate30898
496_coordinate30899	281_coordinate30899
496_coordinate30900	290_coordinate30900
496_coordinate30901	301_coordinate30901
496_coordinate30902	304_coordinate30902
496_coordinate30903	307_coordinate30903
496_coordinate30904	324_coordinate30904
496_coordinate30905	330_coordinate30905
496_coordinate30906	342_coordinate30906
496_coordinate30907	371_coordinate30907
496_coordinate30908	384_coordinate30908
496_coordinate30909	387_coordinate30909
496_coordinate30910	389_coordinate30910
496_coordinate30911	393_coordinate30911
496_coordinate30912	400_coordinate30912
496_coordinate30913	419_coordinate30913
496_coordinate30914	421_coordinate30914
496_coordinate30915	423_coordinate30915
496_coordinate30916	431_coordinate30916
496_coordinate30917	438_coordinate30917
496_coordinate30918	459_coordinate30918
496_coordinate30919	472_coordinate30919
496_coordinate30920	480_coordinate30920
496_coordinate30921	483_coordinate30921
496_coordinate30922	487_coordinate30922
496_coordinate30923	492_coordinate30923
496_coordinate30924	501_coordinate30924
496_coordinate30925	509_coordinate30925
497_coordinate30926	6_coordinate30926
497_coordinate30927	11_coordinate30927
497_coordinate30928	16_coordinate30928
497_coordinate30929	20_coordinate30929
497_coordinate30930	24_coordinate30930
497_coordinate30931	32_coordinate30931
497_coordinate30932	45_coordinate30932
497_coordinate30933	51_coordinate30933
497_coordinate30934	53_coordinate30934
497_coordinate30935	59_coordinate30935
497_coordinate30936	64_coordinate30936
497_coordinate30937	73_coordinate30937
497_coordinate30938	86_coordinate30938
497_coordinate30939	95_coordinate30939
497_coordinate30940	105_coordinate30940
497_coordinate30941	119_coordinate30941
497_coordinate30942	121_coordinate30942
497_coordinate30943	125_coordinate30943
497_coordinate30944	127_coordinate30944
497_coordinate30945	133_coordinate30945
497_coordinate30946	150_coordinate30946
497_coordinate30947	156_coordinate30947
497_coordinate30948	166_coordinate30948
497_coordinate30949	176_coordinate30949
497_coordinate30950	195_coordinate30950
497_coordinate30951	198_coordinate30951
497_coordinate30952	201_coordinate30952
497_coordinate30953	219_coordinate30953
497_coordinate30954	225_coordinate30954
497_coordinate30955	243_coordinate30955
497_coordinate30956	286_coordinate30956
497_coordinate30957	288_coordinate30957
497_coordinate30958	296_coordinate30958
497_coordinate30959	310_coordinate30959
497_coordinate30960	323_coordinate30960
497_coordinate30961	326_coordinate30961
497_coordinate30962	340_coordinate30962
497_coordinate30963	348_coordinate30963
497_coordinate30964	353_coordinate30964
497_coordinate30965	356_coordinate30965
497_coordinate30966	364_coordinate30966
497_coordinate30967	378_coordinate30967
497_coordinate30968	382_coordinate30968
497_coordinate30969	392_coordinate30969
497_coordinate30970	411_coordinate30970
497_coordinate30971	429_coordinate30971
497_coordinate30972	437_coordinate30972
497_coordinate30973	441_coordinate30973
497_coordinate30974	460_coordinate30974
497_coordinate30975	466_coordinate30975
497_coordinate30976	470_coordinate30976
497_coordinate30977	478_coordinate30977
497_coordinate30978	481_coordinate30978
497_coordinate30979	484_coordinate30979
497_coordinate30980	493_coordinate30980
497_coordinate30981	497_coordinate30981
497_coordinate30982	499_coordinate30982
497_coordinate30983	503_coordinate30983
497_coordinate30984	511_coordinate30984
498_coordinate30985	8_coordinate30985
498_coordinate30986	17_coordinate30986
498_coordinate30987	21_coordinate30987
498_coordinate30988	40_coordinate30988
498_coordinate30989	47_coordinate30989
498_coordinate30990	55_coordinate30990
498_coordinate30991	57_coordinate30991
498_coordinate30992	61_coordinate30992
498_coordinate30993	66_coordinate30993
498_coordinate30994	84_coordinate30994
498_coordinate30995	88_coordinate30995
498_coordinate30996	90_coordinate30996
498_coordinate30997	102_coordinate30997
498_coordinate30998	126_coordinate30998
498_coordinate30999	129_coordinate30999
498_coordinate31000	132_coordinate31000
498_coordinate31001	138_coordinate31001
498_coordinate31002	151_coordinate31002
498_coordinate31003	158_coordinate31003
498_coordinate31004	160_coordinate31004
498_coordinate31005	162_coordinate31005
498_coordinate31006	167_coordinate31006
498_coordinate31007	178_coordinate31007
498_coordinate31008	183_coordinate31008
498_coordinate31009	185_coordinate31009
498_coordinate31010	187_coordinate31010
498_coordinate31011	191_coordinate31011
498_coordinate31012	197_coordinate31012
498_coordinate31013	199_coordinate31013
498_coordinate31014	202_coordinate31014
498_coordinate31015	212_coordinate31015
498_coordinate31016	214_coordinate31016
498_coordinate31017	217_coordinate31017
498_coordinate31018	220_coordinate31018
498_coordinate31019	240_coordinate31019
498_coordinate31020	249_coordinate31020
498_coordinate31021	256_coordinate31021
498_coordinate31022	261_coordinate31022
498_coordinate31023	271_coordinate31023
498_coordinate31024	287_coordinate31024
498_coordinate31025	292_coordinate31025
498_coordinate31026	294_coordinate31026
498_coordinate31027	308_coordinate31027
498_coordinate31028	311_coordinate31028
498_coordinate31029	320_coordinate31029
498_coordinate31030	331_coordinate31030
498_coordinate31031	338_coordinate31031
498_coordinate31032	344_coordinate31032
498_coordinate31033	363_coordinate31033
498_coordinate31034	365_coordinate31034
498_coordinate31035	367_coordinate31035
498_coordinate31036	377_coordinate31036
498_coordinate31037	393_coordinate31037
498_coordinate31038	397_coordinate31038
498_coordinate31039	405_coordinate31039
498_coordinate31040	408_coordinate31040
498_coordinate31041	414_coordinate31041
498_coordinate31042	418_coordinate31042
498_coordinate31043	422_coordinate31043
498_coordinate31044	434_coordinate31044
498_coordinate31045	446_coordinate31045
498_coordinate31046	452_coordinate31046
498_coordinate31047	456_coordinate31047
498_coordinate31048	475_coordinate31048
498_coordinate31049	479_coordinate31049
498_coordinate31050	489_coordinate31050
498_coordinate31051	506_coordinate31051
499_coordinate31052	7_coordinate31052
499_coordinate31053	13_coordinate31053
499_coordinate31054	23_coordinate31054
499_coordinate31055	27_coordinate31055
499_coordinate31056	35_coordinate31056
499_coordinate31057	48_coordinate31057
499_coordinate31058	53_coordinate31058
499_coordinate31059	68_coordinate31059
499_coordinate31060	74_coordinate31060
499_coordinate31061	106_coordinate31061
499_coordinate31062	117_coordinate31062
499_coordinate31063	127_coordinate31063
499_coordinate31064	130_coordinate31064
499_coordinate31065	134_coordinate31065
499_coordinate31066	144_coordinate31066
499_coordinate31067	148_coordinate31067
499_coordinate31068	161_coordinate31068
499_coordinate31069	166_coordinate31069
499_coordinate31070	168_coordinate31070
499_coordinate31071	182_coordinate31071
499_coordinate31072	207_coordinate31072
499_coordinate31073	211_coordinate31073
499_coordinate31074	215_coordinate31074
499_coordinate31075	221_coordinate31075
499_coordinate31076	231_coordinate31076
499_coordinate31077	238_coordinate31077
499_coordinate31078	242_coordinate31078
499_coordinate31079	248_coordinate31079
499_coordinate31080	252_coordinate31080
499_coordinate31081	254_coordinate31081
499_coordinate31082	267_coordinate31082
499_coordinate31083	277_coordinate31083
499_coordinate31084	288_coordinate31084
499_coordinate31085	290_coordinate31085
499_coordinate31086	296_coordinate31086
499_coordinate31087	298_coordinate31087
499_coordinate31088	303_coordinate31088
499_coordinate31089	313_coordinate31089
499_coordinate31090	316_coordinate31090
499_coordinate31091	318_coordinate31091
499_coordinate31092	333_coordinate31092
499_coordinate31093	342_coordinate31093
499_coordinate31094	355_coordinate31094
499_coordinate31095	359_coordinate31095
499_coordinate31096	368_coordinate31096
499_coordinate31097	373_coordinate31097
499_coordinate31098	376_coordinate31098
499_coordinate31099	383_coordinate31099
499_coordinate31100	386_coordinate31100
499_coordinate31101	394_coordinate31101
499_coordinate31102	407_coordinate31102
499_coordinate31103	420_coordinate31103
499_coordinate31104	447_coordinate31104
499_coordinate31105	455_coordinate31105
499_coordinate31106	457_coordinate31106
499_coordinate31107	461_coordinate31107
499_coordinate31108	498_coordinate31108
499_coordinate31109	508_coordinate31109
499_coordinate31110	511_coordinate31110
500_coordinate31111	2_coordinate31111
500_coordinate31112	9_coordinate31112
500_coordinate31113	20_coordinate31113
500_coordinate31114	26_coordinate31114
500_coordinate31115	28_coordinate31115
500_coordinate31116	31_coordinate31116
500_coordinate31117	34_coordinate31117
500_coordinate31118	41_coordinate31118
500_coordinate31119	59_coordinate31119
500_coordinate31120	61_coordinate31120
500_coordinate31121	84_coordinate31121
500_coordinate31122	92_coordinate31122
500_coordinate31123	95_coordinate31123
500_coordinate31124	111_coordinate31124
500_coordinate31125	116_coordinate31125
500_coordinate31126	118_coordinate31126
500_coordinate31127	129_coordinate31127
500_coordinate31128	133_coordinate31128
500_coordinate31129	142_coordinate31129
500_coordinate31130	149_coordinate31130
500_coordinate31131	152_coordinate31131
500_coordinate31132	160_coordinate31132
500_coordinate31133	163_coordinate31133
500_coordinate31134	171_coordinate31134
500_coordinate31135	174_coordinate31135
500_coordinate31136	177_coordinate31136
500_coordinate31137	180_coordinate31137
500_coordinate31138	184_coordinate31138
500_coordinate31139	193_coordinate31139
500_coordinate31140	209_coordinate31140
500_coordinate31141	213_coordinate31141
500_coordinate31142	228_coordinate31142
500_coordinate31143	233_coordinate31143
500_coordinate31144	247_coordinate31144
500_coordinate31145	260_coordinate31145
500_coordinate31146	262_coordinate31146
500_coordinate31147	269_coordinate31147
500_coordinate31148	280_coordinate31148
500_coordinate31149	292_coordinate31149
500_coordinate31150	299_coordinate31150
500_coordinate31151	311_coordinate31151
500_coordinate31152	323_coordinate31152
500_coordinate31153	341_coordinate31153
500_coordinate31154	344_coordinate31154
500_coordinate31155	353_coordinate31155
500_coordinate31156	363_coordinate31156
500_coordinate31157	367_coordinate31157
500_coordinate31158	369_coordinate31158
500_coordinate31159	372_coordinate31159
500_coordinate31160	375_coordinate31160
500_coordinate31161	377_coordinate31161
500_coordinate31162	381_coordinate31162
500_coordinate31163	384_coordinate31163
500_coordinate31164	392_coordinate31164
500_coordinate31165	400_coordinate31165
500_coordinate31166	405_coordinate31166
500_coordinate31167	409_coordinate31167
500_coordinate31168	415_coordinate31168
500_coordinate31169	418_coordinate31169
500_coordinate31170	437_coordinate31170
500_coordinate31171	442_coordinate31171
500_coordinate31172	444_coordinate31172
500_coordinate31173	448_coordinate31173
500_coordinate31174	450_coordinate31174
500_coordinate31175	452_coordinate31175
500_coordinate31176	475_coordinate31176
500_coordinate31177	477_coordinate31177
500_coordinate31178	481_coordinate31178
500_coordinate31179	490_coordinate31179
500_coordinate31180	493_coordinate31180
500_coordinate31181	495_coordinate31181
500_coordinate31182	501_coordinate31182
500_coordinate31183	504_coordinate31183
500_coordinate31184	507_coordinate31184
500_coordinate31185	510_coordinate31185
501_coordinate31186	18_coordinate31186
501_coordinate31187	22_coordinate31187
501_coordinate31188	29_coordinate31188
